p_1,p_2,p_3,e_1,e_2,e_3,vb_1,vb_2,vb_3,wb_1,wb_2,wb_3,rb_series_1,rb_series_2,rb_series_3,rb_dot_1,rb_dot_2,rb_dot_3,Fl_series,Fr_series,rb_dot_dot_1,rb_dot_dot_2,rb_dot_dot_3,vb_dot_1,vb_dot_2,vb_dot_3,wb_dot_1,wb_dot_2,wb_dot_3,alpha,beta,vb_dot_sim_1,vb_dot_sim_2,vb_dot_sim_3,wb_dot_sim_1,wb_dot_sim_2,wb_dot_sim_3,radius
0.560181337039449,0.891092059271045,-0.786872398681201,-0.146566749888197,0.204490237404561,0.543966005450809,0.496681253500203,0.0236135456511326,0.184809945067393,0.0481444864658318,0.102129034462639,-0.556405692135103,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.221106288380409,0.0636904516276855,-0.0743336555746393,0.0756340535468847,0.0102131534821312,-0.0775677483709014,0.356216676974182,0.0445286110648112,0.280254829583907,0.227026544137838,0.0766934615370455,0.371578704620415,-0.0934129267494838,0.112838845318185,0.897284409662565
0.567290151107708,0.896616428212349,-0.785658506795672,-0.147600722702258,0.204494797155364,0.534148053570763,0.500366358306543,0.0246750531782607,0.183571050807816,0.0494050540249465,0.102299253687342,-0.557698487941285,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.219944643128662,0.0642670596282309,-0.0742846736064312,0.0758390749299924,0.00991700591781719,-0.0750600333936413,0.351626915743715,0.0462635943169149,0.279040564875186,0.228005054646547,0.0775207769218969,0.372417423586267,-0.0914162433267037,0.113611923552588,0.902730357075426
0.574488159008401,0.902115054757276,-0.784489042846754,-0.148602330528506,0.204480656528488,0.524328511537322,0.504032102358688,0.0257461708387312,0.182332972914375,0.0506690386071131,0.102464537119305,-0.558949488497846,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.218767075608295,0.0648285631366054,-0.0742229762252455,0.0759683174258112,0.00948032260263826,-0.0726355665786382,0.347102813733912,0.0479972037769203,0.277804700834965,0.22893345347466,0.0783245844658815,0.373079355506465,-0.0892800147373757,0.114279198683221,0.908162027546966
0.581775686563126,0.907586742122588,-0.783363380546075,-0.14957645956137,0.204454104289056,0.514508146859818,0.507678220285492,0.026826646891008,0.181095923310621,0.0519351772308766,0.102622542496016,-0.560160081274156,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.217574818738038,0.0653743365502668,-0.0741510017257718,0.076053471089509,0.00901707562634274,-0.070238875479669,0.342643535509213,0.0497290908058576,0.276548404221538,0.229811317669981,0.0791033596840281,0.373585055225101,-0.0870486038539592,0.11485041092435,0.913571077406687
0.589152102063872,0.913030652547395,-0.782281626295324,-0.15052405127545,0.204414462057313,0.504686740870411,0.51130446726446,0.0279162191668458,0.179860073281858,0.0532027350823684,0.102772827089788,-0.561330729198818,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.216368237488991,0.0659042674705303,-0.0740665129898344,0.0760768853359278,0.00868105081634485,-0.0678988330953989,0.338248176550769,0.0514589003782903,0.275271190521939,0.230638150549508,0.0798571310467894,0.373939619453137,-0.0847167914038622,0.115328840804003,0.918968087258989
0.596617558988499,0.918444559357908,-0.781242824121745,-0.151443401870352,0.204362689120185,0.494864068863373,0.514910604555943,0.0290146236246879,0.178625631398694,0.0544706831713006,0.102917511270061,-0.562462376417074,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.215147414465018,0.0664184162431598,-0.0739696248826638,0.0760989929011151,0.00835865233069,-0.0655552374096291,0.333915909518932,0.0531862854913474,0.273972792412931,0.23141399831801,0.0805873175849664,0.374137736535285,-0.0822953622501016,0.11571574290212,0.924360115263886
0.604172356243326,0.923827531284096,-0.780247936436169,-0.152336860749184,0.204301454694383,0.485040794551245,0.518496394797027,0.0301215972287406,0.177392804317317,0.0557389997196525,0.103056822142239,-0.563554963707235,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.213913299807871,0.0669162694679738,-0.0738597364152982,0.0760606591636041,0.00799477161666368,-0.0632361492444056,0.329645918273284,0.0549109135887145,0.272653528573799,0.232138122395774,0.0812939927400233,0.37418859025051,-0.0798048484237368,0.116014206409432,0.929716393657998
0.611815142063216,0.929177725860903,-0.77929575400893,-0.153200181030787,0.2042319115377,0.475218505178512,0.522061616460491,0.0312368683865402,0.176161808710395,0.0570066773723792,0.10319006833585,-0.564608899527975,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.212667007077401,0.0673970764381924,-0.0737381012224919,0.0760668618997871,0.00762636835728164,-0.0609217546991214,0.32543741001447,0.0566324469597752,0.27131336429109,0.232810395070964,0.0819771818937607,0.374077136291352,-0.0772529432696945,0.116220999003493,0.935011821806035
0.619545938840231,0.93449346192288,-0.778386158254857,-0.154039574657169,0.204157150679657,0.465395213520936,0.525606066578448,0.0323601529938434,0.174932840356687,0.0582744584040423,0.103317174475138,-0.565624262106293,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.211408267389159,0.0678610106427828,-0.0736032107112078,0.0759953470003573,0.00735053456447671,-0.058661826320614,0.321289561120371,0.0583505361618134,0.269952813866827,0.233430019158006,0.082636509964004,0.373826611750933,-0.0746627237064149,0.116343046447069,0.940220474197964
0.627364252578414,0.939774022207222,-0.777519461624076,-0.154849573947048,0.20407361554007,0.455570504642658,0.5291295377016,0.0334911698378898,0.173706120178167,0.059541047520715,0.103439683384546,-0.566601959211637,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.210137906681271,0.068307402235064,-0.0734539823992519,0.0759018448627327,0.00698697070387388,-0.0564365277755141,0.317201610062488,0.0600648483983266,0.268570678801407,0.233997356130601,0.0832734624473594,0.373418048205749,-0.0720101101485559,0.116377211229169,0.945346589973274
0.635269771146461,0.945017791915245,-0.776695532659435,-0.155637066280503,0.20398386689513,0.445744324871837,0.532631836146288,0.0346296265418075,0.172481887138179,0.0608060782684272,0.103556132896277,-0.567542568007896,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.208856666545492,0.0687367413501923,-0.0732934581955141,0.0757311353939115,0.00656100094626771,-0.054274310278446,0.313172834010384,0.0617750402885111,0.267167422576448,0.234511797543736,0.0838867844885033,0.37287917885069,-0.0693126035902545,0.11633332818208,0.95043182711883
0.643262937106882,0.950223461353901,-0.775914164292394,-0.15640266966702,0.203888256246809,0.435916964486763,0.536112780588713,0.035775238897644,0.171260329501587,0.0620682638583257,0.103665482912048,-0.56844713984587,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.207564813382668,0.0691483873672331,-0.073119864355578,0.0756087323946364,0.00620334913188914,-0.0521250521757421,0.309202433100821,0.0634807945255745,0.265742946062043,0.234973389400407,0.0844760475320074,0.372214701680492,-0.066571794873247,0.116215429034562,0.955505251282716
0.651343375387997,0.95538919755458,-0.77517433459953,-0.157145555135902,0.203793372666416,0.426088517493014,0.539572194145091,0.0369277120204312,0.170041665095661,0.0633284093982363,0.103768872064246,-0.569315890715465,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.206262918830824,0.0695423823948639,-0.072934241362152,0.0754526648940876,0.00581731517580786,-0.0499994589748698,0.305289672008911,0.0651817839439834,0.264298547479868,0.235382033853519,0.0850417727630172,0.371419578185219,-0.0638380510707918,0.116021584390074,0.960548803644307
0.659510483566954,0.960513522871681,-0.774475787251101,-0.157863544768785,0.20369690646805,0.41625890211622,0.543009909458938,0.0380867517270123,0.168826094406292,0.0645859538131378,0.103865827317176,-0.570149215031713,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.204951279842096,0.0699186585777949,-0.0727353343468251,0.0752070825049697,0.00547511330870748,-0.0479208666139841,0.301433797488238,0.0668776925317165,0.262833551950185,0.235737710310314,0.0855840609093791,0.370486825394908,-0.0610933908222059,0.115750559241685,0.965558347560488
0.667763833773297,0.965594873025489,-0.7738196593382,-0.158560344921066,0.20360198031874,0.406428746225537,0.546425764122973,0.0392520627033089,0.167613838833845,0.0658394051882206,0.103957079205655,-0.570947896141946,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.203630276255071,0.0702765958849974,-0.0725237025791947,0.0749607983068634,0.00509585708542787,-0.0458665259100344,0.297634105451093,0.0685682109233754,0.261348519008198,0.236040320909199,0.0861030979204554,0.369433229792741,-0.0583631430763634,0.115410322431238,0.970548800111381
0.676102895744985,0.970631763201852,-0.773204231421046,-0.159233413103476,0.203508657270574,0.396597120141834,0.549819602060557,0.0404233393013922,0.166405110457525,0.0670887518266683,0.104042010157079,-0.571712338240447,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.202300040663292,0.0706166209523865,-0.0723002470045325,0.0746811024137056,0.00473432753562819,-0.0438559605489353,0.293889889148541,0.0702530209713242,0.25984337021971,0.236289968595449,0.0865987869174849,0.368249292374474,-0.0556464505626783,0.114998164835433,0.975506064980937
0.684528011253153,0.975622590538184,-0.772630101125207,-0.159884495406465,0.20341882903076,0.386765504935327,0.553191269404946,0.041600282983932,0.165200106340782,0.0683334368668967,0.104120915616006,-0.572443270916262,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.200961071236125,0.0709378840302352,-0.07206313264984,0.0744025904226125,0.00442820004180722,-0.0418595263185217,0.290200432060034,0.0719318265554578,0.258318451253098,0.236486722627502,0.0870712559800404,0.366942901898363,-0.0529581318338962,0.114518087361558,0.980406169933145
0.693038678783623,0.980565849840413,-0.772096078956068,-0.160514434630809,0.203336256412278,0.376933089630046,0.556540620592214,0.0427825810511025,0.163999054129952,0.0695734800406069,0.104194718950036,-0.573140929688238,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.199613771318701,0.0712402628514867,-0.0718131039538078,0.0740438537631719,0.00406475975630954,-0.0399196714546601,0.286565080598649,0.0736043140710786,0.256774559877202,0.236630531477837,0.0875209015068479,0.365517308762141,-0.0503275819070874,0.113971516858954,0.985239956520428
0.701633973663432,0.985460395538047,-0.771602685155544,-0.161126714299988,0.20326078217804,0.367099563111741,0.559867516780859,0.043969918765294,0.162802169064055,0.0708075442699931,0.104262464945974,-0.573806257545815,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.198258343920181,0.0715241504413788,-0.0715512299839138,0.0736472510623504,0.00371846960072975,-0.0380183318631566,0.282983173141848,0.0752701750164257,0.255211658781749,0.236721491764481,0.0879470697682647,0.363988820225265,-0.0477528502835949,0.113365820957679,0.990009855822719
0.710313835145023,0.990303928520466,-0.771149032779374,-0.161721823195227,0.203191840576727,0.357264045117765,0.563171822512862,0.045161987939317,0.161609648564323,0.0720349984543656,0.10432443943932,-0.574439896410201,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.196895316721553,0.0717888719149619,-0.0712768624928323,0.0731784891547807,0.00341258935195571,-0.0361255688566486,0.279454033103198,0.0769291208724277,0.253629598353322,0.236759813399506,0.088350048131225,0.362360910639891,-0.0452302781171156,0.112703421368647,0.994722677903632
0.719077806218435,0.995095665764601,-0.770735556921601,-0.162297492228102,0.203134002101827,0.347427865003223,0.566453411124888,0.0463584691378997,0.160421700856109,0.0732546399402787,0.104381315928519,-0.575041989224479,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.195524894877108,0.0720341782335925,-0.0709901222646458,0.072678483968322,0.00312917412904956,-0.0342768488758671,0.275977013596466,0.0785808506992234,0.252029430031588,0.236745660718186,0.0887303570513272,0.360626489738834,-0.0427952398889024,0.111983174670445,0.99941809057968
0.727925752021525,0.999833488370634,-0.770361267368867,-0.162854500087581,0.203089955025155,0.337589642067551,0.56971215937284,0.0475590387751262,0.159238532151698,0.0744659480064174,0.10443346883067,-0.575613270039077,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.19414730440444,0.0722598492719413,-0.0706903282079679,0.0721702229223398,0.00283630348357183,-0.0324676337610308,0.272551478711075,0.0802250642885221,0.250411804148008,0.236679385077064,0.0890881928556283,0.358789628024834,-0.0404684155676033,0.111207640598499,1.00406597258461
0.736856998563235,1.00451590393642,-0.770026278058318,-0.163394174232217,0.203057481860319,0.327750894326153,0.572947947779581,0.0487633695963252,0.158060360014899,0.075668785055123,0.104480740555396,-0.576154397268427,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.192762775455104,0.0724663740859126,-0.0703780450760744,0.0716309973289056,0.00250791345267537,-0.0307184716703146,0.269176824913439,0.0818614622665156,0.248776290545708,0.236561271798104,0.0894235315599173,0.356856673506872,-0.0382328772360108,0.110379571190762,1.00866239847539
0.745869879979455,1.00914175422046,-0.769730120062243,-0.163918185173512,0.2030391375514,0.317910597110316,0.576160660703833,0.0499711424977571,0.156887392596964,0.0768626350106048,0.104522539112941,-0.576666371796266,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.191372178058917,0.0726533392311246,-0.0700536834329346,0.0710148582586465,0.00218781018613362,-0.0290163765332863,0.265852446948708,0.0834897663040766,0.247123564749532,0.236391786894463,0.0897359197573497,0.354835265092158,-0.0361068352059536,0.109502748491328,1.01323362258719
0.75496528846981,1.01370921033789,-0.769472366560036,-0.164428693308746,0.203034937782054,0.308067886182033,0.579350197004814,0.0511820314849425,0.155719831206416,0.0780462159815822,0.104559002616043,-0.577149978071821,0.0647,0.0006,0.238,0,0,0,0.01666,0.05978,0,0,0,0.18997550446348,0.0728206081102073,-0.0697169954653604,0.0704538689759149,0.00190176303491219,-0.0273318440843018,0.262577737484541,0.0851096920144903,0.245453735324264,0.236171314231451,0.0900254448892835,0.352736516502396,-0.0340910798189515,0.108582538711869,1.01776793900194
